Datum;Datum1;BundeslandID;Bevölkerung;Name;Auslieferungen;AuslieferungenPro100;Bestellungen;BestellungenPro100
02.04.2021;2021-04-02T23:59:59+02:00;4;1517477;Oberösterreich;272629;17.965939516711;347756;22.9167229552738
02.04.2021;2021-04-02T23:59:59+02:00;5;566751;Salzburg;99089;17.483692132876698;108807;19.1983781237263
02.04.2021;2021-04-02T23:59:59+02:00;6;1260417;Steiermark;209111;16.5906204057863;291179;23.101798849111
02.04.2021;2021-04-02T23:59:59+02:00;7;768443;Tirol;183019;23.816860847193603;261425;34.0200899741425
02.04.2021;2021-04-02T23:59:59+02:00;8;404415;Vorarlberg;83605;20.673070979068502;92655;22.9108712584845
02.04.2021;2021-04-02T23:59:59+02:00;9;1962779;Wien;327485;16.684761758710497;439761;22.4050185986298
02.04.2021;2021-04-02T23:59:59+02:00;10;9061848;Österreich;1648002;18.1861580551782;2125682;23.4574890243138
03.04.2021;2021-04-03T23:59:59+02:00;0;;Bundesverwaltung;9040;;11030;
03.04.2021;2021-04-03T23:59:59+02:00;1;300457;Burgenland;52434;17.4514156767857;67990;22.6288620335023
03.04.2021;2021-04-03T23:59:59+02:00;2;567644;Kärnten;113128;19.9293923656376;132416;23.3272966859511
03.04.2021;2021-04-03T23:59:59+02:00;3;1713465;Niederösterreich;304324;17.7607362858302;378890;22.1125030274911
03.04.2021;2021-04-03T23:59:59+02:00;4;1517477;Oberösterreich;273071;17.995066811556303;347756;22.9167229552738
03.04.2021;2021-04-03T23:59:59+02:00;5;566751;Salzburg;99377;17.5345080996769;115401;20.3618520302567
03.04.2021;2021-04-03T23:59:59+02:00;6;1260417;Steiermark;209171;16.595380735105902;291425;23.1213161993213
03.04.2021;2021-04-03T23:59:59+02:00;7;768443;Tirol;183019;23.816860847193603;261425;34.0200899741425
03.04.2021;2021-04-03T23:59:59+02:00;8;404415;Vorarlberg;86057;21.2793788558782;93485;23.116105980243102
03.04.2021;2021-04-03T23:59:59+02:00;9;1962779;Wien;331985;16.914028527918802;435921;22.209377622238698
03.04.2021;2021-04-03T23:59:59+02:00;10;9061848;Österreich;1661606;18.336281959264802;2135054;23.5609116374497
04.04.2021;2021-04-04T23:59:59+02:00;0;;Bundesverwaltung;9040;;11030;
04.04.2021;2021-04-04T23:59:59+02:00;1;300457;Burgenland;52434;17.4514156767857;67990;22.6288620335023
04.04.2021;2021-04-04T23:59:59+02:00;2;567644;Kärnten;113128;19.9293923656376;132446;23.332581688523103
04.04.2021;2021-04-04T23:59:59+02:00;3;1713465;Niederösterreich;304324;17.7607362858302;388644;22.681758892069602
04.04.2021;2021-04-04T23:59:59+02:00;4;1517477;Oberösterreich;273071;17.995066811556303;347756;22.9167229552738
04.04.2021;2021-04-04T23:59:59+02:00;5;566751;Salzburg;99377;17.5345080996769;115401;20.3618520302567
04.04.2021;2021-04-04T23:59:59+02:00;6;1260417;Steiermark;209171;16.595380735105902;291425;23.1213161993213
04.04.2021;2021-04-04T23:59:59+02:00;7;768443;Tirol;183019;23.816860847193603;261425;34.0200899741425
04.04.2021;2021-04-04T23:59:59+02:00;8;404415;Vorarlberg;86057;21.2793788558782;94283;23.3134280380302
04.04.2021;2021-04-04T23:59:59+02:00;9;1962779;Wien;331985;16.914028527918802;435921;22.209377622238698
04.04.2021;2021-04-04T23:59:59+02:00;10;9061848;Österreich;1661606;18.336281959264802;2145636;23.677686935380102
05.04.2021;2021-04-05T23:59:59+02:00;0;;Bundesverwaltung;9040;;11030;
05.04.2021;2021-04-05T23:59:59+02:00;1;300457;Burgenland;54594;18.1703205450364;67990;22.6288620335023
05.04.2021;2021-04-05T23:59:59+02:00;2;567644;Kärnten;113348;19.9681490511659;132586;23.3572450338593
05.04.2021;2021-04-05T23:59:59+02:00;3;1713465;Niederösterreich;321358;18.7548622236229;402430;23.486327412582103
05.04.2021;2021-04-05T23:59:59+02:00;4;1517477;Oberösterreich;273539;18.0259074766866;347756;22.9167229552738
05.04.2021;2021-04-05T23:59:59+02:00;5;566751;Salzburg;100097;17.6615480166775;115401;20.3618520302567
05.04.2021;2021-04-05T23:59:59+02:00;6;1260417;Steiermark;210051;16.665198898459803;296285;23.5069028742075
05.04.2021;2021-04-05T23:59:59+02:00;7;768443;Tirol;184915;24.0635935261301;261425;34.0200899741425
05.04.2021;2021-04-05T23:59:59+02:00;8;404415;Vorarlberg;86057;21.2793788558782;94283;23.3134280380302
05.04.2021;2021-04-05T23:59:59+02:00;9;1962779;Wien;361395;18.4124142351227;493581;25.147049158361696
05.04.2021;2021-04-05T23:59:59+02:00;10;9061848;Österreich;1714394;18.9188121451607;2222082;24.5212896972008
06.04.2021;2021-04-06T23:59:59+02:00;0;;Bundesverwaltung;10710;;11210;
06.04.2021;2021-04-06T23:59:59+02:00;1;300457;Burgenland;57186;19.0330063869372;69200;23.0315818902538
06.04.2021;2021-04-06T23:59:59+02:00;2;567644;Kärnten;121816;21.459929110498802;134200;23.6415781722347
06.04.2021;2021-04-06T23:59:59+02:00;3;1713465;Niederösterreich;333088;19.4394399652167;404896;23.630246313756
06.04.2021;2021-04-06T23:59:59+02:00;4;1517477;Oberösterreich;291081;19.1819052282176;369394;24.3426424255524
06.04.2021;2021-04-06T23:59:59+02:00;5;566751;Salzburg;111049;19.5939663097198;116801;20.608874091091103
06.04.2021;2021-04-06T23:59:59+02:00;6;1260417;Steiermark;218353;17.323869798646;296747;23.5435574099683
06.04.2021;2021-04-06T23:59:59+02:00;7;768443;Tirol;192723;25.0796740942399;264457;34.4146540472097
06.04.2021;2021-04-06T23:59:59+02:00;8;404415;Vorarlberg;86887;21.4846135776368;94247;23.3045262910624
06.04.2021;2021-04-06T23:59:59+02:00;9;1962779;Wien;377005;19.2077151834211;528611;26.9317635862214
06.04.2021;2021-04-06T23:59:59+02:00;10;9061848;Österreich;1799898;19.862372443236698;2289078;25.2606090943039
07.04.2021;2021-04-07T23:59:59+02:00;0;;Bundesverwaltung;11030;;11260;
07.04.2021;2021-04-07T23:59:59+02:00;1;300457;Burgenland;58890;19.6001424496683;69200;23.0315818902538
07.04.2021;2021-04-07T23:59:59+02:00;2;567644;Kärnten;122846;21.641380865472;134236;23.647920175321197
07.04.2021;2021-04-07T23:59:59+02:00;3;1713465;Niederösterreich;344528;20.107092937410396;407784;23.798793672470698
07.04.2021;2021-04-07T23:59:59+02:00;4;1517477;Oberösterreich;295119;19.4480048132525;373932;24.641691439145397
07.04.2021;2021-04-07T23:59:59+02:00;5;566751;Salzburg;111691;19.7072435690453;119217;21.0351635903598
07.04.2021;2021-04-07T23:59:59+02:00;6;1260417;Steiermark;221479;17.571882956196198;299983;23.800297837937798
07.04.2021;2021-04-07T23:59:59+02:00;7;768443;Tirol;210711;27.4205113456691;264929;34.476076950404895
07.04.2021;2021-04-07T23:59:59+02:00;8;404415;Vorarlberg;86887;21.4846135776368;94247;23.3045262910624
07.04.2021;2021-04-07T23:59:59+02:00;9;1962779;Wien;380573;19.3894982573178;528993;26.951225787518602
07.04.2021;2021-04-07T23:59:59+02:00;10;9061848;Österreich;1843754;20.3463355377402;2303096;25.415301602940197
08.04.2021;2021-04-08T23:59:59+02:00;0;;Bundesverwaltung;11030;;11260;
08.04.2021;2021-04-08T23:59:59+02:00;1;300457;Burgenland;61868;20.5912992541362;74192;24.6930509190999
08.04.2021;2021-04-08T23:59:59+02:00;2;567644;Kärnten;123536;21.762935924628803;150080;26.439106200365
08.04.2021;2021-04-08T23:59:59+02:00;3;1713465;Niederösterreich;352788;20.589157058942;417726;24.379021456522302
08.04.2021;2021-04-08T23:59:59+02:00;4;1517477;Oberösterreich;301391;19.861322445084802;379898;25.034844020700103
08.04.2021;2021-04-08T23:59:59+02:00;5;566751;Salzburg;114825;20.260220096656198;119077;21.0104613842763
08.04.2021;2021-04-08T23:59:59+02:00;6;1260417;Steiermark;229595;18.2157968354917;323001;25.6265188425735
08.04.2021;2021-04-08T23:59:59+02:00;7;768443;Tirol;226731;29.505246322759103;272249;35.4286524830079
08.04.2021;2021-04-08T23:59:59+02:00;8;404415;Vorarlberg;91903;22.724923655156196;94247;23.3045262910624
08.04.2021;2021-04-08T23:59:59+02:00;9;1962779;Wien;384791;19.6043976423224;529227;26.963147659517396
08.04.2021;2021-04-08T23:59:59+02:00;10;9061848;Österreich;1898458;20.9500093137735;2370272;26.1566073498474
09.04.2021;2021-04-09T23:59:59+02:00;0;;Bundesverwaltung;11030;;11260;
09.04.2021;2021-04-09T23:59:59+02:00;1;300457;Burgenland;65756;21.8853280169875;77148;25.6768855443541
09.04.2021;2021-04-09T23:59:59+02:00;2;567644;Kärnten;132210;23.291006334956396;150520;26.5166195714215
09.04.2021;2021-04-09T23:59:59+02:00;3;1713465;Niederösterreich;363920;21.2388347588074;417322;24.3554435019099
09.04.2021;2021-04-09T23:59:59+02:00;4;1517477;Oberösterreich;302549;19.937633321625302;391564;25.8036200878168
09.04.2021;2021-04-09T23:59:59+02:00;5;566751;Salzburg;116225;20.507242157490698;123081;21.716944478262896
09.04.2021;2021-04-09T23:59:59+02:00;6;1260417;Steiermark;254069;20.157535164949397;326585;25.9108691805966
09.04.2021;2021-04-09T23:59:59+02:00;7;768443;Tirol;252095;32.805946569882195;284283;36.9946762479455
09.04.2021;2021-04-09T23:59:59+02:00;8;404415;Vorarlberg;93731;23.176934584523302;94247;23.3045262910624
09.04.2021;2021-04-09T23:59:59+02:00;9;1962779;Wien;393201;20.032871759887396;538331;27.426979807711398
09.04.2021;2021-04-09T23:59:59+02:00;10;9061848;Österreich;1984786;21.9026626798419;2413656;26.6353617937533
10.04.2021;2021-04-10T23:59:59+02:00;0;;Bundesverwaltung;11030;;11260;
10.04.2021;2021-04-10T23:59:59+02:00;1;300457;Burgenland;67996;22.630858991469697;77148;25.6768855443541
10.04.2021;2021-04-10T23:59:59+02:00;2;567644;Kärnten;132210;23.291006334956396;150590;26.528951244089605
10.04.2021;2021-04-10T23:59:59+02:00;3;1713465;Niederösterreich;365096;21.3074676167882;436442;25.471311056835102
10.04.2021;2021-04-10T23:59:59+02:00;4;1517477;Oberösterreich;302549;19.937633321625302;394318;25.985105540314603
10.04.2021;2021-04-10T23:59:59+02:00;5;566751;Salzburg;119067;21.0086969409847;125451;22.1351175383899
10.04.2021;2021-04-10T23:59:59+02:00;6;1260417;Steiermark;254153;20.1641996259968;326603;25.9122972793925
10.04.2021;2021-04-10T23:59:59+02:00;7;768443;Tirol;255705;33.2757276727096;284283;36.9946762479455
10.04.2021;2021-04-10T23:59:59+02:00;8;404415;Vorarlberg;94247;23.3045262910624;95927;23.719941149561702
10.04.2021;2021-04-10T23:59:59+02:00;9;1962779;Wien;401643;20.4629762189223;538341;27.4274892894208
10.04.2021;2021-04-10T23:59:59+02:00;10;9061848;Österreich;2003696;22.1113397620441;2439678;26.922521763772696
11.04.2021;2021-04-11T23:59:59+02:00;0;;Bundesverwaltung;11030;;11260;
11.04.2021;2021-04-11T23:59:59+02:00;1;300457;Burgenland;67996;22.630858991469697;77148;25.6768855443541
11.04.2021;2021-04-11T23:59:59+02:00;2;567644;Kärnten;132210;23.291006334956396;150590;26.528951244089605
11.04.2021;2021-04-11T23:59:59+02:00;3;1713465;Niederösterreich;365096;21.3074676167882;454908;26.5490103386997
11.04.2021;2021-04-11T23:59:59+02:00;4;1517477;Oberösterreich;302549;19.937633321625302;401594;26.4645856246915
11.04.2021;2021-04-11T23:59:59+02:00;5;566751;Salzburg;119067;21.0086969409847;126321;22.288624104765603
11.04.2021;2021-04-11T23:59:59+02:00;6;1260417;Steiermark;254153;20.1641996259968;326603;25.9122972793925
11.04.2021;2021-04-11T23:59:59+02:00;7;768443;Tirol;255705;33.2757276727096;284283;36.9946762479455
11.04.2021;2021-04-11T23:59:59+02:00;8;404415;Vorarlberg;94247;23.3045262910624;109981;27.1950842575078
11.04.2021;2021-04-11T23:59:59+02:00;9;1962779;Wien;401643;20.4629762189223;538341;27.4274892894208
11.04.2021;2021-04-11T23:59:59+02:00;10;9061848;Österreich;2003696;22.1113397620441;2480344;27.371282325636
12.04.2021;2021-04-12T23:59:59+02:00;0;;Bundesverwaltung;11260;;11860;
12.04.2021;2021-04-12T23:59:59+02:00;1;300457;Burgenland;68074;22.6568194450454;77520;25.800696938330603
12.04.2021;2021-04-12T23:59:59+02:00;2;567644;Kärnten;133830;23.5763964738463;152052;26.7865070361001
12.04.2021;2021-04-12T23:59:59+02:00;3;1713465;Niederösterreich;384432;22.4359412068528;460786;26.8920579060559
12.04.2021;2021-04-12T23:59:59+02:00;4;1517477;Oberösterreich;314939;20.754120161294;403182;26.569233009791898
12.04.2021;2021-04-12T23:59:59+02:00;5;566751;Salzburg;122595;21.6311925342875;126509;22.3217956386491
12.04.2021;2021-04-12T23:59:59+02:00;6;1260417;Steiermark;256533;20.3530260223402;327601;25.991477423741497
12.04.2021;2021-04-12T23:59:59+02:00;7;768443;Tirol;259011;33.7059482616147;280457;36.4967863589102
12.04.2021;2021-04-12T23:59:59+02:00;8;404415;Vorarlberg;94247;23.3045262910624;109981;27.1950842575078
12.04.2021;2021-04-12T23:59:59+02:00;9;1962779;Wien;419281;21.3616000578771;583317;29.718934225401803
12.04.2021;2021-04-12T23:59:59+02:00;10;9061848;Österreich;2064202;22.779040213431102;2532580;27.9477210387992
13.04.2021;2021-04-13T23:59:59+02:00;0;;Bundesverwaltung;11260;;11860;
13.04.2021;2021-04-13T23:59:59+02:00;1;300457;Burgenland;68074;22.6568194450454;78820;26.2333711645926
13.04.2021;2021-04-13T23:59:59+02:00;2;567644;Kärnten;135466;23.864605280774605;152052;26.7865070361001
13.04.2021;2021-04-13T23:59:59+02:00;3;1713465;Niederösterreich;391734;22.8620952280904;466662;27.234988750864503
13.04.2021;2021-04-13T23:59:59+02:00;4;1517477;Oberösterreich;335019;22.077369212185804;403290;26.576350086360396
13.04.2021;2021-04-13T23:59:59+02:00;5;566751;Salzburg;124395;21.948792326788997;126605;22.3387342942492
13.04.2021;2021-04-13T23:59:59+02:00;6;1260417;Steiermark;275417;21.8512603368568;328463;26.0598674882995
13.04.2021;2021-04-13T23:59:59+02:00;7;768443;Tirol;264697;34.4458860318853;284387;37.0082101079716
13.04.2021;2021-04-13T23:59:59+02:00;8;404415;Vorarlberg;95927;23.719941149561702;109981;27.1950842575078
13.04.2021;2021-04-13T23:59:59+02:00;9;1962779;Wien;423581;21.5806771928984;583845;29.7458348596556
13.04.2021;2021-04-13T23:59:59+02:00;10;9061848;Österreich;2125570;23.4562530733246;2545280;28.087869052758304
14.04.2021;2021-04-14T23:59:59+02:00;0;;Bundesverwaltung;11260;;11860;
14.04.2021;2021-04-14T23:59:59+02:00;1;300457;Burgenland;71800;23.8969303427778;84496;28.122493401718103
14.04.2021;2021-04-14T23:59:59+02:00;2;567644;Kärnten;136726;24.0865753888;152052;26.7865070361001
14.04.2021;2021-04-14T23:59:59+02:00;3;1713465;Niederösterreich;400364;23.365753020925396;477762;27.8827988899686
14.04.2021;2021-04-14T23:59:59+02:00;4;1517477;Oberösterreich;343931;22.6646598268046;459554;30.284083383141898
14.04.2021;2021-04-14T23:59:59+02:00;5;566751;Salzburg;125721;22.1827575072651;131877;23.2689487976201
14.04.2021;2021-04-14T23:59:59+02:00;6;1260417;Steiermark;280823;22.280166008551102;328539;26.065897238771
14.04.2021;2021-04-14T23:59:59+02:00;7;768443;Tirol;265529;34.5541569120937;286323;37.260148117687294
14.04.2021;2021-04-14T23:59:59+02:00;8;404415;Vorarlberg;101817;25.1763658618004;109981;27.1950842575078
14.04.2021;2021-04-14T23:59:59+02:00;9;1962779;Wien;428191;21.8155482609097;581715;29.6373152555637
14.04.2021;2021-04-14T23:59:59+02:00;10;9061848;Österreich;2166162;23.9041970247128;2623474;28.9507614782327
15.04.2021;2021-04-15T23:59:59+02:00;0;;Bundesverwaltung;11860;;11860;
15.04.2021;2021-04-15T23:59:59+02:00;1;300457;Burgenland;73628;24.5053368701678;87466;29.1109875955628
15.04.2021;2021-04-15T23:59:59+02:00;2;567644;Kärnten;137126;24.1570420897605;152052;26.7865070361001
15.04.2021;2021-04-15T23:59:59+02:00;3;1713465;Niederösterreich;409848;23.9192513415798;487052;28.424975123507
15.04.2021;2021-04-15T23:59:59+02:00;4;1517477;Oberösterreich;348293;22.9521106415451;458460;30.211990033456804
15.04.2021;2021-04-15T23:59:59+02:00;5;566751;Salzburg;126359;22.295328989273898;132173;23.3211763190537
15.04.2021;2021-04-15T23:59:59+02:00;6;1260417;Steiermark;281115;22.303332944573103;363227;28.8180022960655
15.04.2021;2021-04-15T23:59:59+02:00;7;768443;Tirol;272587;35.4726375280925;288267;37.5131271935589
15.04.2021;2021-04-15T23:59:59+02:00;8;404415;Vorarlberg;106597;26.358320042530604;109981;27.1950842575078
15.04.2021;2021-04-15T23:59:59+02:00;9;1962779;Wien;436491;22.238418079671696;579225;29.510454309935003
15.04.2021;2021-04-15T23:59:59+02:00;10;9061848;Österreich;2203904;24.3206904375355;2669078;29.4540142363898
16.04.2021;2021-04-16T23:59:59+02:00;0;;Bundesverwaltung;11860;;11860;
16.04.2021;2021-04-16T23:59:59+02:00;1;300457;Burgenland;76686;25.5231197808671;87490;29.118975427432197
16.04.2021;2021-04-16T23:59:59+02:00;2;567644;Kärnten;151242;26.643811966655196;166552;29.3409249459168
16.04.2021;2021-04-16T23:59:59+02:00;3;1713465;Niederösterreich;425564;24.8364571205131;494722;28.8726060935006
16.04.2021;2021-04-16T23:59:59+02:00;4;1517477;Oberösterreich;350325;23.086017119205103;458948;30.244148675729498
16.04.2021;2021-04-16T23:59:59+02:00;5;566751;Salzburg;127843;22.5571723737585;138399;24.4197187124504
16.04.2021;2021-04-16T23:59:59+02:00;6;1260417;Steiermark;288389;22.880443535750498;363781;28.8619560034497
16.04.2021;2021-04-16T23:59:59+02:00;7;768443;Tirol;278669;36.2641080730776;297357;38.6960386131437
16.04.2021;2021-04-16T23:59:59+02:00;8;404415;Vorarlberg;109633;27.1090340368186;109981;27.1950842575078
16.04.2021;2021-04-16T23:59:59+02:00;9;1962779;Wien;441901;22.514047684431098;578329;29.4648047487771
16.04.2021;2021-04-16T23:59:59+02:00;10;9061848;Österreich;2262112;24.963031823089498;2706734;29.869558615417105
17.04.2021;2021-04-17T23:59:59+02:00;0;;Bundesverwaltung;11860;;11860;
17.04.2021;2021-04-17T23:59:59+02:00;1;300457;Burgenland;77986;25.9557940071291;87490;29.118975427432197
17.04.2021;2021-04-17T23:59:59+02:00;2;567644;Kärnten;151282;26.6508586367512;166552;29.3409249459168
17.04.2021;2021-04-17T23:59:59+02:00;3;1713465;Niederösterreich;427206;24.9322863320815;494740;28.8736565964289
17.04.2021;2021-04-17T23:59:59+02:00;4;1517477;Oberösterreich;350361;23.0883894780613;458948;30.244148675729498
17.04.2021;2021-04-17T23:59:59+02:00;5;566751;Salzburg;131763;23.248834144095;142053;25.0644462912284
17.04.2021;2021-04-17T23:59:59+02:00;6;1260417;Steiermark;288425;22.8832997333422;363781;28.8619560034497
17.04.2021;2021-04-17T23:59:59+02:00;7;768443;Tirol;278777;36.278162466181605;297357;38.6960386131437
17.04.2021;2021-04-17T23:59:59+02:00;8;404415;Vorarlberg;109981;27.1950842575078;110587;27.344930331466397
17.04.2021;2021-04-17T23:59:59+02:00;9;1962779;Wien;452267;23.042176424345303;578609;29.479070236639
17.04.2021;2021-04-17T23:59:59+02:00;10;9061848;Österreich;2279908;25.159415607059398;2711292;29.9198574065687
18.04.2021;2021-04-18T23:59:59+02:00;0;;Bundesverwaltung;11860;;11860;
18.04.2021;2021-04-18T23:59:59+02:00;1;300457;Burgenland;77986;25.9557940071291;87490;29.118975427432197
18.04.2021;2021-04-18T23:59:59+02:00;2;567644;Kärnten;151282;26.6508586367512;166552;29.3409249459168
18.04.2021;2021-04-18T23:59:59+02:00;3;1713465;Niederösterreich;427206;24.9322863320815;504994;29.472093097904
18.04.2021;2021-04-18T23:59:59+02:00;4;1517477;Oberösterreich;350361;23.0883894780613;458948;30.244148675729498
18.04.2021;2021-04-18T23:59:59+02:00;5;566751;Salzburg;131763;23.248834144095;143541;25.3269954530296
18.04.2021;2021-04-18T23:59:59+02:00;6;1260417;Steiermark;288425;22.8832997333422;363781;28.8619560034497
18.04.2021;2021-04-18T23:59:59+02:00;7;768443;Tirol;278777;36.278162466181605;297357;38.6960386131437
18.04.2021;2021-04-18T23:59:59+02:00;8;404415;Vorarlberg;109981;27.1950842575078;121699;30.092602895540498
18.04.2021;2021-04-18T23:59:59+02:00;9;1962779;Wien;452267;23.042176424345303;578609;29.479070236639
18.04.2021;2021-04-18T23:59:59+02:00;10;9061848;Österreich;2279908;25.159415607059398;2734146;30.1720576200351
19.04.2021;2021-04-19T23:59:59+02:00;0;;Bundesverwaltung;11860;;11860;
19.04.2021;2021-04-19T23:59:59+02:00;1;300457;Burgenland;78820;26.2333711645926;87676;29.180881124420498
19.04.2021;2021-04-19T23:59:59+02:00;2;567644;Kärnten;152022;26.781222033528103;166552;29.3409249459168
19.04.2021;2021-04-19T23:59:59+02:00;3;1713465;Niederösterreich;441686;25.777357576606498;523742;30.5662502589782
19.04.2021;2021-04-19T23:59:59+02:00;4;1517477;Oberösterreich;358729;23.639831114409;459074;30.252451931726103
19.04.2021;2021-04-19T23:59:59+02:00;5;566751;Salzburg;138145;24.374901852841898;144623;25.517908217188896
19.04.2021;2021-04-19T23:59:59+02:00;6;1260417;Steiermark;307417;24.390102640633998;364987;28.9576386227733
19.04.2021;2021-04-19T23:59:59+02:00;7;768443;Tirol;280805;36.5420727366896;302205;39.3269247035889
19.04.2021;2021-04-19T23:59:59+02:00;8;404415;Vorarlberg;109981;27.1950842575078;121699;30.092602895540498
19.04.2021;2021-04-19T23:59:59+02:00;9;1962779;Wien;471395;24.016713037993604;579349;29.516771883131
19.04.2021;2021-04-19T23:59:59+02:00;10;9061848;Österreich;2350860;25.942390558747;2761082;30.4693038329489
20.04.2021;2021-04-20T23:59:59+02:00;0;;Bundesverwaltung;11860;;12124;
20.04.2021;2021-04-20T23:59:59+02:00;1;300457;Burgenland;79486;26.455033498969897;89350;29.7380323973148
20.04.2021;2021-04-20T23:59:59+02:00;2;567644;Kärnten;153102;26.971482126121302;168292;29.6474550950948
20.04.2021;2021-04-20T23:59:59+02:00;3;1713465;Niederösterreich;446276;26.045235823317103;546752;31.909143168958803
20.04.2021;2021-04-20T23:59:59+02:00;4;1517477;Oberösterreich;370203;24.395954600959396;459094;30.2537699088685
20.04.2021;2021-04-20T23:59:59+02:00;5;566751;Salzburg;141745;25.0101014378448;144791;25.547550864489
20.04.2021;2021-04-20T23:59:59+02:00;6;1260417;Steiermark;321883;25.5378180395853;365179;28.972871676595897
20.04.2021;2021-04-20T23:59:59+02:00;7;768443;Tirol;283931;36.948869337088105;302175;39.3230207055045
20.04.2021;2021-04-20T23:59:59+02:00;8;404415;Vorarlberg;109981;27.1950842575078;121699;30.092602895540498
20.04.2021;2021-04-20T23:59:59+02:00;9;1962779;Wien;481255;24.5190620034145;579593;29.529203236839198
20.04.2021;2021-04-20T23:59:59+02:00;10;9061848;Österreich;2399722;26.481596248359104;2788364;30.770368251597198
21.04.2021;2021-04-21T23:59:59+02:00;0;;Bundesverwaltung;11860;;12124;
21.04.2021;2021-04-21T23:59:59+02:00;1;300457;Burgenland;82186;27.3536645842833;93388;31.0819851093501
21.04.2021;2021-04-21T23:59:59+02:00;2;567644;Kärnten;153682;27.073658842514;168292;29.6474550950948
21.04.2021;2021-04-21T23:59:59+02:00;3;1713465;Niederösterreich;461364;26.925790722308303;547220;31.936456245094
21.04.2021;2021-04-21T23:59:59+02:00;4;1517477;Oberösterreich;380241;25.057447328691;492874;32.479833302251
21.04.2021;2021-04-21T23:59:59+02:00;5;566751;Salzburg;143253;25.2761794862294;144983;25.5814281756891
21.04.2021;2021-04-21T23:59:59+02:00;6;1260417;Steiermark;329583;26.148726968931697;368831;29.2626170545145
21.04.2021;2021-04-21T23:59:59+02:00;7;768443;Tirol;286747;37.3153246239474;302677;39.3883476067841
21.04.2021;2021-04-21T23:59:59+02:00;8;404415;Vorarlberg;116275;28.7514063523855;121699;30.092602895540498
21.04.2021;2021-04-21T23:59:59+02:00;9;1962779;Wien;501261;25.5383311111439;620359;31.606156373183104
21.04.2021;2021-04-21T23:59:59+02:00;10;9061848;Österreich;2466452;27.2179802618627;2871762;31.6906882569648
22.04.2021;2021-04-22T23:59:59+02:00;0;;Bundesverwaltung;11860;;16188;
22.04.2021;2021-04-22T23:59:59+02:00;1;300457;Burgenland;82720;27.531393843378602;96448;32.1004336727053
22.04.2021;2021-04-22T23:59:59+02:00;2;567644;Kärnten;153682;27.073658842514;170352;30.010358605041198
22.04.2021;2021-04-22T23:59:59+02:00;3;1713465;Niederösterreich;468576;27.3466922289046;558432;32.5908028468629
22.04.2021;2021-04-22T23:59:59+02:00;4;1517477;Oberösterreich;396289;26.1149921876905;496694;32.731566936434604
22.04.2021;2021-04-22T23:59:59+02:00;5;566751;Salzburg;144105;25.4265100546801;152333;26.8782939950701
22.04.2021;2021-04-22T23:59:59+02:00;6;1260417;Steiermark;330277;26.203788111394896;370967;29.432084778291603
22.04.2021;2021-04-22T23:59:59+02:00;7;768443;Tirol;292789;38.101589838153295;302689;39.3899092060179
22.04.2021;2021-04-22T23:59:59+02:00;8;404415;Vorarlberg;118313;29.255344139065105;121699;30.092602895540498
22.04.2021;2021-04-22T23:59:59+02:00;9;1962779;Wien;515889;26.283600955583896;667839;34.0251755291859
22.04.2021;2021-04-22T23:59:59+02:00;10;9061848;Österreich;2514500;27.7482032362494;2952956;32.5866865125083
23.04.2021;2021-04-23T23:59:59+02:00;0;;Bundesverwaltung;11890;;17954;
23.04.2021;2021-04-23T23:59:59+02:00;1;300457;Burgenland;83548;27.8069740428747;96436;32.0964397567705
23.04.2021;2021-04-23T23:59:59+02:00;2;567644;Kärnten;166552;29.3409249459168;190364;33.535807654093105
23.04.2021;2021-04-23T23:59:59+02:00;3;1713465;Niederösterreich;475718;27.763508446335397;596066;34.7871710247948
23.04.2021;2021-04-23T23:59:59+02:00;4;1517477;Oberösterreich;399999;26.3594769475913;515174;33.9493778159405
23.04.2021;2021-04-23T23:59:59+02:00;5;566751;Salzburg;144537;25.5027340048805;161627;28.518167590352697
23.04.2021;2021-04-23T23:59:59+02:00;6;1260417;Steiermark;333969;26.496707042193197;416795;33.0680243125886
23.04.2021;2021-04-23T23:59:59+02:00;7;768443;Tirol;296281;38.5560152151819;320641;41.7260616597457
23.04.2021;2021-04-23T23:59:59+02:00;8;404415;Vorarlberg;119461;29.539210959039604;121699;30.092602895540498
23.04.2021;2021-04-23T23:59:59+02:00;9;1962779;Wien;521573;26.573190359179502;670615;34.166607651702
23.04.2021;2021-04-23T23:59:59+02:00;10;9061848;Österreich;2553528;28.178888014895;3106686;34.2831395980158
24.04.2021;2021-04-24T23:59:59+02:00;0;;Bundesverwaltung;12886;;17954;
24.04.2021;2021-04-24T23:59:59+02:00;1;300457;Burgenland;85648;28.505909331451804;96436;32.0964397567705
24.04.2021;2021-04-24T23:59:59+02:00;2;567644;Kärnten;166552;29.3409249459168;190364;33.535807654093105
24.04.2021;2021-04-24T23:59:59+02:00;3;1713465;Niederösterreich;477720;27.880347716469302;629302;36.7268663205843
24.04.2021;2021-04-24T23:59:59+02:00;4;1517477;Oberösterreich;400079;26.364748856160602;518774;34.1866137015586
24.04.2021;2021-04-24T23:59:59+02:00;5;566751;Salzburg;144735;25.5376699820556;161627;28.518167590352697
24.04.2021;2021-04-24T23:59:59+02:00;6;1260417;Steiermark;333969;26.496707042193197;417325;33.1100738882449
24.04.2021;2021-04-24T23:59:59+02:00;7;768443;Tirol;296661;38.6054658575848;320641;41.7260616597457
